start_time,end_time,duration_seconds,record_count,transactions_per_second,latency_ms,metrics_latency_ms
2024-07-29 07:42:57.181013 +0000 UTC m=+57.181013,2024-07-29 07:42:57.226536 +0000 UTC m=+57.226536,0.045523,67415,1480899.7649539793,45.523,34.511
2024-07-29 07:43:07.304973 +0000 UTC m=+7.304973,2024-07-29 07:43:07.360276 +0000 UTC m=+7.360276,0.055303,72880,1317830.8590854022,55.303,39.18
2024-07-29 07:43:17.445322 +0000 UTC m=+17.445322,2024-07-29 07:43:17.497336 +0000 UTC m=+17.497336,0.052014,80000,1538047.4487637945,52.013999999999996,45.006
2024-07-29 07:43:27.590256 +0000 UTC m=+27.590256,2024-07-29 07:43:27.647730 +0000 UTC m=+27.647730,0.057474,88868,1546229.5994710652,57.474,45.122
2024-07-29 07:43:37.741192 +0000 UTC m=+37.741192,2024-07-29 07:43:37.802500 +0000 UTC m=+37.802500,0.061308,94411,1539945.8471977555,61.308,45.606
2024-07-29 07:43:47.897410 +0000 UTC m=+47.897410,2024-07-29 07:43:47.961530 +0000 UTC m=+47.961530,0.06412,100000,1559575.7953836557,64.11999999999999,62.229
2024-07-29 07:43:58.078049 +0000 UTC m=+58.078049,2024-07-29 07:43:58.098900 +0000 UTC m=+58.098900,0.020851,10000,479593.3048774639,20.851000000000003,9.908
2024-07-29 07:44:08.144626 +0000 UTC m=+8.144626,2024-07-29 07:44:08.156982 +0000 UTC m=+8.156982,0.012356,16070,1300582.7128520557,12.356,11.620000000000001
2024-07-29 07:44:18.198646 +0000 UTC m=+18.198646,2024-07-29 07:44:18.217717 +0000 UTC m=+18.217717,0.019071,21640,1134707.1469770856,19.071,13.322000000000001
2024-07-29 07:44:28.263260 +0000 UTC m=+28.263260,2024-07-29 07:44:28.283589 +0000 UTC m=+28.283589,0.020329,30000,1475724.3346942791,20.329,17.535
2024-07-29 07:44:38.335510 +0000 UTC m=+38.335510,2024-07-29 07:44:38.367151 +0000 UTC m=+38.367151,0.031641,38344,1211845.3904743844,31.641000000000002,20.527
2024-07-29 07:44:48.424823 +0000 UTC m=+48.424823,2024-07-29 07:44:48.453159 +0000 UTC m=+48.453159,0.028336,43932,1550395.256916996,28.336,22.438
2024-07-29 07:44:58.513911 +0000 UTC m=+58.513911,2024-07-29 07:44:58.545903 +0000 UTC m=+58.545903,0.031992,50000,1562890.7226806702,31.992,26.944
2024-07-29 07:45:08.606105 +0000 UTC m=+8.606105,2024-07-29 07:45:08.643949 +0000 UTC m=+8.643949,0.037844,60000,1585456.0828665046,37.844,30.451999999999998
2024-07-29 07:45:18.716403 +0000 UTC m=+18.716403,2024-07-29 07:45:18.769989 +0000 UTC m=+18.769989,0.053586,65923,1230228.044638525,53.586,33.665
2024-07-29 07:45:28.847826 +0000 UTC m=+28.847826,2024-07-29 07:45:28.905978 +0000 UTC m=+28.905978,0.058152,71374,1227369.6519466226,58.152,38.287
2024-07-29 07:45:38.989567 +0000 UTC m=+38.989567,2024-07-29 07:45:39.047907 +0000 UTC m=+39.047907,0.05834,80000,1371271.8546451833,58.34,44.208999999999996
2024-07-29 07:45:49.139092 +0000 UTC m=+49.139092,2024-07-29 07:45:49.198184 +0000 UTC m=+49.198184,0.059092,87838,1486461.7883977527,59.092,46.242
2024-07-29 07:45:59.289164 +0000 UTC m=+59.289164,2024-07-29 07:45:59.363995 +0000 UTC m=+59.363995,0.074831,93511,1249629.1643837448,74.83099999999999,53.611
2024-07-29 07:46:09.469994 +0000 UTC m=+9.469994,2024-07-29 07:46:09.532985 +0000 UTC m=+9.532985,0.062991,100000,1587528.37706974,62.99100000000001,55.028
2024-07-29 07:46:19.643328 +0000 UTC m=+19.643328,2024-07-29 07:46:19.668311 +0000 UTC m=+19.668311,0.024983,9902,396349.5176720169,24.983,9.998
2024-07-29 07:46:29.714767 +0000 UTC m=+29.714767,2024-07-29 07:46:29.727717 +0000 UTC m=+29.727717,0.01295,15236,1176525.0965250966,12.95,11.133000000000001
2024-07-29 07:46:39.769476 +0000 UTC m=+39.769476,2024-07-29 07:46:39.783634 +0000 UTC m=+39.783634,0.014158,20533,1450275.4626359656,14.158000000000001,13.615
2024-07-29 07:46:49.829914 +0000 UTC m=+49.829914,2024-07-29 07:46:49.852857 +0000 UTC m=+49.852857,0.022943,30000,1307588.3711807523,22.943,16.892999999999997
2024-07-29 07:46:59.904038 +0000 UTC m=+59.904038,2024-07-29 07:46:59.930229 +0000 UTC m=+59.930229,0.026191,36823,1405940.9720896492,26.191,18.734
2024-07-29 07:47:09.984318 +0000 UTC m=+9.984318,2024-07-29 07:47:10.015568 +0000 UTC m=+10.015568,0.03125,42287,1353184.0,31.25,23.734
2024-07-29 07:47:20.078117 +0000 UTC m=+20.078117,2024-07-29 07:47:20.114204 +0000 UTC m=+20.114204,0.036087,50000,1385540.499348796,36.087,26.435
2024-07-29 07:47:30.180519 +0000 UTC m=+30.180519,2024-07-29 07:47:30.218280 +0000 UTC m=+30.218280,0.037761,58203,1541352.1887661873,37.761,33.479
2024-07-29 07:47:40.294216 +0000 UTC m=+40.294216,2024-07-29 07:47:40.339632 +0000 UTC m=+40.339632,0.045416,63326,1394354.4125418356,45.416,33.313
2024-07-29 07:47:50.417439 +0000 UTC m=+50.417439,2024-07-29 07:47:50.460565 +0000 UTC m=+50.460565,0.043126,70000,1623150.7675184344,43.126,40.765
2024-07-29 07:48:00.547279 +0000 UTC m=+0.547279,2024-07-29 07:48:00.596416 +0000 UTC m=+0.596416,0.049137,79342,1614709.892748845,49.137,38.701
2024-07-29 07:48:10.682745 +0000 UTC m=+10.682745,2024-07-29 07:48:10.742206 +0000 UTC m=+10.742206,0.059461,84728,1424933.9903466138,59.461,48.855000000000004
2024-07-29 07:48:20.841200 +0000 UTC m=+20.841200,2024-07-29 07:48:20.897721 +0000 UTC m=+20.897721,0.056521,90212,1596079.3333451282,56.521,47.79
2024-07-29 07:48:30.995757 +0000 UTC m=+30.995757,2024-07-29 07:48:31.058067 +0000 UTC m=+31.058067,0.06231,100000,1604878.8316482105,62.309999999999995,55.254
2024-07-29 07:48:41.167306 +0000 UTC m=+41.167306,2024-07-29 07:48:41.178914 +0000 UTC m=+41.178914,0.011608,6032,519641.62646450725,11.608,8.172
2024-07-29 07:48:51.221478 +0000 UTC m=+51.221478,2024-07-29 07:48:51.231610 +0000 UTC m=+51.231610,0.010132,11226,1107974.733517568,10.132,9.601
2024-07-29 07:49:01.270797 +0000 UTC m=+1.270797,2024-07-29 07:49:01.287595 +0000 UTC m=+1.287595,0.016798,20000,1190617.9307060365,16.798000000000002,13.431000000000001
2024-07-29 07:49:11.332991 +0000 UTC m=+11.332991,2024-07-29 07:49:11.351463 +0000 UTC m=+11.351463,0.018472,26712,1446080.5543525338,18.471999999999998,15.395000000000001
2024-07-29 07:49:21.400698 +0000 UTC m=+21.400698,2024-07-29 07:49:21.426041 +0000 UTC m=+21.426041,0.025343,32063,1265161.9776664167,25.343,17.555
2024-07-29 07:49:31.473165 +0000 UTC m=+31.473165,2024-07-29 07:49:31.503650 +0000 UTC m=+31.503650,0.030485,40000,1312120.7151057897,30.485000000000003,23.094
2024-07-29 07:49:41.565168 +0000 UTC m=+41.565168,2024-07-29 07:49:41.597126 +0000 UTC m=+41.597126,0.031958,47677,1491864.3219225232,31.958000000000002,25.198999999999998
2024-07-29 07:49:51.670460 +0000 UTC m=+51.670460,2024-07-29 07:49:51.711216 +0000 UTC m=+51.711216,0.040756,53015,1300790.0677200903,40.756,29.828
2024-07-29 07:50:01.784231 +0000 UTC m=+1.784231,2024-07-29 07:50:01.821857 +0000 UTC m=+1.821857,0.037626,60000,1594642.0028703557,37.626,34.474
2024-07-29 07:50:11.900617 +0000 UTC m=+11.900617,2024-07-29 07:50:11.947002 +0000 UTC m=+11.947002,0.046385,68816,1483583.054866875,46.385000000000005,41.951
2024-07-29 07:50:22.033628 +0000 UTC m=+22.033628,2024-07-29 07:50:22.079483 +0000 UTC m=+22.079483,0.045855,74206,1618274.997274016,45.855,37.79600000000001
2024-07-29 07:50:32.163791 +0000 UTC m=+32.163791,2024-07-29 07:50:32.214203 +0000 UTC m=+32.214203,0.050412,80000,1586923.7483138936,50.412,40.763
2024-07-29 07:50:42.295930 +0000 UTC m=+42.295930,2024-07-29 07:50:42.362232 +0000 UTC m=+42.362232,0.066302,90000,1357425.115381135,66.302,45.229
2024-07-29 07:50:52.457549 +0000 UTC m=+52.457549,2024-07-29 07:50:52.520028 +0000 UTC m=+52.520028,0.062479,95558,1529441.8924758718,62.479,56.844
2024-07-29 07:51:02.630205 +0000 UTC m=+2.630205,2024-07-29 07:51:02.646086 +0000 UTC m=+2.646086,0.015881,713,44896.4171021976,15.880999999999998,6.341
2024-07-29 07:51:12.686913 +0000 UTC m=+12.686913,2024-07-29 07:51:12.696368 +0000 UTC m=+12.696368,0.009455,10000,1057641.4595452142,9.455,9.216000000000001
2024-07-29 07:51:22.735140 +0000 UTC m=+22.735140,2024-07-29 07:51:22.769314 +0000 UTC m=+22.769314,0.034174,16077,470445.3678234915,34.174,11.102
2024-07-29 07:51:32.810999 +0000 UTC m=+32.810999,2024-07-29 07:51:32.828090 +0000 UTC m=+32.828090,0.017091,21369,1250307.179217132,17.090999999999998,12.949
2024-07-29 07:51:42.873206 +0000 UTC m=+42.873206,2024-07-29 07:51:42.893763 +0000 UTC m=+42.893763,0.020557,30000,1459356.9100549691,20.557,17.8
2024-07-29 07:51:52.946404 +0000 UTC m=+52.946404,2024-07-29 07:51:52.973955 +0000 UTC m=+52.973955,0.027551,37478,1360313.6002322966,27.551,19.692999999999998
2024-07-29 07:52:03.029767 +0000 UTC m=+3.029767,2024-07-29 07:52:03.065626 +0000 UTC m=+3.065626,0.035859,43106,1202097.1025405058,35.859,24.464
2024-07-29 07:52:13.129412 +0000 UTC m=+13.129412,2024-07-29 07:52:13.162210 +0000 UTC m=+13.162210,0.032798,50000,1524483.200195134,32.798,23.220000000000002
2024-07-29 07:52:23.224728 +0000 UTC m=+23.224728,2024-07-29 07:52:23.264575 +0000 UTC m=+23.264575,0.039847,58966,1479810.2742991943,39.847,30.541
2024-07-29 07:52:33.336978 +0000 UTC m=+33.336978,2024-07-29 07:52:33.380101 +0000 UTC m=+33.380101,0.043123,64472,1495072.2352340978,43.123000000000005,32.789
2024-07-29 07:52:43.453591 +0000 UTC m=+43.453591,2024-07-29 07:52:43.499841 +0000 UTC m=+43.499841,0.04625,70000,1513513.5135135136,46.25,38.181
2024-07-29 07:52:53.582925 +0000 UTC m=+53.582925,2024-07-29 07:52:53.636628 +0000 UTC m=+53.636628,0.053703,80000,1489674.6922890714,53.703,42.831
2024-07-29 07:53:03.726954 +0000 UTC m=+3.726954,2024-07-29 07:53:03.784517 +0000 UTC m=+3.784517,0.057563,86062,1495092.3336170802,57.563,47.781
2024-07-29 07:53:13.881956 +0000 UTC m=+13.881956,2024-07-29 07:53:13.956627 +0000 UTC m=+13.956627,0.074671,91723,1228361.7468629053,74.671,50.416999999999994
2024-07-29 07:53:24.053386 +0000 UTC m=+24.053386,2024-07-29 07:53:24.117746 +0000 UTC m=+24.117746,0.06436,100000,1553760.0994406464,64.36,54.252
2024-07-29 07:53:34.224100 +0000 UTC m=+34.224100,2024-07-29 07:53:34.248185 +0000 UTC m=+34.248185,0.024085,8009,332530.6207182894,24.084999999999997,9.248
2024-07-29 07:53:44.285712 +0000 UTC m=+44.285712,2024-07-29 07:53:44.298237 +0000 UTC m=+44.298237,0.012525,13286,1060758.483033932,12.525,10.139000000000001
2024-07-29 07:53:54.333479 +0000 UTC m=+54.333479,2024-07-29 07:53:54.347302 +0000 UTC m=+54.347302,0.013823,20000,1446863.9224480938,13.823,13.054
2024-07-29 07:54:04.393070 +0000 UTC m=+4.393070,2024-07-29 07:54:04.420330 +0000 UTC m=+4.420330,0.02726,29757,1091599.4130594279,27.259999999999998,16.689
2024-07-29 07:54:14.471944 +0000 UTC m=+14.471944,2024-07-29 07:54:14.499633 +0000 UTC m=+14.499633,0.027689,35327,1275849.6153707248,27.689,19.056
2024-07-29 07:54:24.555580 +0000 UTC m=+24.555580,2024-07-29 07:54:24.589225 +0000 UTC m=+24.589225,0.033645,40905,1215782.4342398574,33.645,22.395000000000003
2024-07-29 07:54:34.649236 +0000 UTC m=+34.649236,2024-07-29 07:54:34.688784 +0000 UTC m=+34.688784,0.039548,50000,1264286.4367351066,39.548,26.881999999999998
2024-07-29 07:54:44.756306 +0000 UTC m=+44.756306,2024-07-29 07:54:44.804949 +0000 UTC m=+44.804949,0.048643,57810,1188454.6594576815,48.643,29.113
2024-07-29 07:54:54.875616 +0000 UTC m=+54.875616,2024-07-29 07:54:54.926166 +0000 UTC m=+54.926166,0.05055,63191,1250069.2383778438,50.55,28.878
2024-07-29 07:55:04.998493 +0000 UTC m=+4.998493,2024-07-29 07:55:05.042527 +0000 UTC m=+5.042527,0.044034,70000,1589680.7012762867,44.034,41.2
2024-07-29 07:55:15.129430 +0000 UTC m=+15.129430,2024-07-29 07:55:15.194133 +0000 UTC m=+15.194133,0.064703,79070,1222045.3456563065,64.703,41.409
2024-07-29 07:55:25.282024 +0000 UTC m=+25.282024,2024-07-29 07:55:25.344703 +0000 UTC m=+25.344703,0.062679,84564,1349160.0057435506,62.679,43.104000000000006
2024-07-29 07:55:35.435978 +0000 UTC m=+35.435978,2024-07-29 07:55:35.495075 +0000 UTC m=+35.495075,0.059097,90011,1523106.079834848,59.096999999999994,47.489999999999995
2024-07-29 07:55:45.593177 +0000 UTC m=+45.593177,2024-07-29 07:55:45.658623 +0000 UTC m=+45.658623,0.065446,100000,1527977.2636983162,65.446,54.492
2024-07-29 07:55:55.764815 +0000 UTC m=+55.764815,2024-07-29 07:55:55.783896 +0000 UTC m=+55.783896,0.019081,6300,330171.374665898,19.081,8.945
2024-07-29 07:56:05.827857 +0000 UTC m=+5.827857,2024-07-29 07:56:05.838962 +0000 UTC m=+5.838962,0.011105,11653,1049347.14092751,11.105,9.641
2024-07-29 07:56:15.878004 +0000 UTC m=+15.878004,2024-07-29 07:56:15.895359 +0000 UTC m=+15.895359,0.017355,20000,1152405.6467876693,17.355,12.606
2024-07-29 07:56:25.937798 +0000 UTC m=+25.937798,2024-07-29 07:56:25.959579 +0000 UTC m=+25.959579,0.021781,27191,1248381.6170056472,21.781,16.326
2024-07-29 07:56:36.009585 +0000 UTC m=+36.009585,2024-07-29 07:56:36.035309 +0000 UTC m=+36.035309,0.025724,32546,1265199.8134038253,25.724,17.538
2024-07-29 07:56:46.087715 +0000 UTC m=+46.087715,2024-07-29 07:56:46.117718 +0000 UTC m=+46.117718,0.030003,40000,1333200.0133320002,30.003,19.571
2024-07-29 07:56:56.173849 +0000 UTC m=+56.173849,2024-07-29 07:56:56.205101 +0000 UTC m=+56.205101,0.031252,48467,1550844.74593626,31.252000000000002,26.095
2024-07-29 07:57:06.270484 +0000 UTC m=+6.270484,2024-07-29 07:57:06.315352 +0000 UTC m=+6.315352,0.044868,53874,1200722.118213426,44.867999999999995,29.541
2024-07-29 07:57:16.386666 +0000 UTC m=+16.386666,2024-07-29 07:57:16.424792 +0000 UTC m=+16.424792,0.038126,60000,1573729.2136599696,38.126,30.979
2024-07-29 07:57:26.499166 +0000 UTC m=+26.499166,2024-07-29 07:57:26.544270 +0000 UTC m=+26.544270,0.045104,70000,1551968.783256474,45.104,38.303
2024-07-29 07:57:36.627537 +0000 UTC m=+36.627537,2024-07-29 07:57:36.683278 +0000 UTC m=+36.683278,0.055741,75652,1357205.6475484832,55.741,37.737
2024-07-29 07:57:46.766612 +0000 UTC m=+46.766612,2024-07-29 07:57:46.817341 +0000 UTC m=+46.817341,0.050729,81187,1600406.079362889,50.729000000000006,45.254000000000005
2024-07-29 07:57:56.912393 +0000 UTC m=+56.912393,2024-07-29 07:57:56.980603 +0000 UTC m=+56.980603,0.06821,90000,1319454.6254214924,68.21000000000001,50.501999999999995
2024-07-29 07:58:07.081848 +0000 UTC m=+7.081848,2024-07-29 07:58:07.148818 +0000 UTC m=+7.148818,0.06697,96844,1446080.3344781245,66.97,48.777
2024-07-29 07:58:17.247874 +0000 UTC m=+17.247874,2024-07-29 07:58:17.264651 +0000 UTC m=+17.264651,0.016777,1923,114621.20760565059,16.777,7.383
2024-07-29 07:58:27.306373 +0000 UTC m=+27.306373,2024-07-29 07:58:27.315248 +0000 UTC m=+27.315248,0.008875,10000,1126760.563380282,8.875,9.341000000000001
2024-07-29 07:58:37.353963 +0000 UTC m=+37.353963,2024-07-29 07:58:37.367322 +0000 UTC m=+37.367322,0.013359,18296,1369563.5900890785,13.359,11.775
2024-07-29 07:58:47.410109 +0000 UTC m=+47.410109,2024-07-29 07:58:47.428880 +0000 UTC m=+47.428880,0.018771,23745,1264983.2187949496,18.771,13.566
2024-07-29 07:58:57.475770 +0000 UTC m=+57.475770,2024-07-29 07:58:57.495329 +0000 UTC m=+57.495329,0.019559,30000,1533820.7474819776,19.559,17.242
2024-07-29 07:59:07.548040 +0000 UTC m=+7.548040,2024-07-29 07:59:07.579227 +0000 UTC m=+7.579227,0.031187,40000,1282585.6927565974,31.187,23.968
2024-07-29 07:59:17.640976 +0000 UTC m=+17.640976,2024-07-29 07:59:17.676897 +0000 UTC m=+17.676897,0.035921,45648,1270788.675148242,35.921,22.168
2024-07-29 07:59:27.737966 +0000 UTC m=+27.737966,2024-07-29 07:59:27.774580 +0000 UTC m=+27.774580,0.036614,51074,1394930.9007483476,36.614,26.269000000000002
2024-07-29 07:59:37.839714 +0000 UTC m=+37.839714,2024-07-29 07:59:37.883914 +0000 UTC m=+37.883914,0.0442,60000,1357466.0633484162,44.2,31.897000000000002
2024-07-29 07:59:47.956646 +0000 UTC m=+47.956646,2024-07-29 07:59:48.007361 +0000 UTC m=+48.007361,0.050715,66598,1313181.5044858523,50.715,36.56
2024-07-29 07:59:58.087541 +0000 UTC m=+58.087541,2024-07-29 07:59:58.137390 +0000 UTC m=+58.137390,0.049849,71838,1441112.1587193324,49.849,38.333
2024-07-29 08:00:08.219852 +0000 UTC m=+8.219852,2024-07-29 08:00:08.271206 +0000 UTC m=+8.271206,0.051354,80000,1557814.3864158588,51.354,44.657000000000004
2024-07-29 08:00:18.363499 +0000 UTC m=+18.363499,2024-07-29 08:00:18.435186 +0000 UTC m=+18.435186,0.071687,87712,1223541.2278376832,71.687,46.637
2024-07-29 08:00:28.529668 +0000 UTC m=+28.529668,2024-07-29 08:00:28.594149 +0000 UTC m=+28.594149,0.064481,92927,1441153.2079217134,64.481,49.031
2024-07-29 08:00:38.694743 +0000 UTC m=+38.694743,2024-07-29 08:00:38.757659 +0000 UTC m=+38.757659,0.062916,100000,1589420.815054994,62.916,53.18
2024-07-29 08:00:48.862249 +0000 UTC m=+48.862249,2024-07-29 08:00:48.876344 +0000 UTC m=+48.876344,0.014095,0,0.0,14.095,0
2024-07-29 08:00:58.897084 +0000 UTC m=+58.897084,2024-07-29 08:00:58.899285 +0000 UTC m=+58.899285,0.002201,0,0.0,2.2009999999999996,0
2024-07-29 08:01:08.919999 +0000 UTC m=+8.919999,2024-07-29 08:01:08.922224 +0000 UTC m=+8.922224,0.002225,0,0.0,2.225,0
2024-07-29 08:01:18.942811 +0000 UTC m=+18.942811,2024-07-29 08:01:18.945022 +0000 UTC m=+18.945022,0.002211,0,0.0,2.211,0
2024-07-29 08:01:28.965611 +0000 UTC m=+28.965611,2024-07-29 08:01:28.967873 +0000 UTC m=+28.967873,0.002262,0,0.0,2.262,0
2024-07-29 08:01:38.988683 +0000 UTC m=+38.988683,2024-07-29 08:01:38.989701 +0000 UTC m=+38.989701,0.001018,0,0.0,1.018,0
2024-07-29 08:01:49.010182 +0000 UTC m=+49.010182,2024-07-29 08:01:49.011178 +0000 UTC m=+49.011178,0.000996,0,0.0,0.9959999999999999,0
2024-07-29 08:01:59.031815 +0000 UTC m=+59.031815,2024-07-29 08:01:59.032841 +0000 UTC m=+59.032841,0.001026,0,0.0,1.026,0
2024-07-29 08:02:09.053561 +0000 UTC m=+9.053561,2024-07-29 08:02:09.054642 +0000 UTC m=+9.054642,0.001081,0,0.0,1.081,0
2024-07-29 08:02:19.075433 +0000 UTC m=+19.075433,2024-07-29 08:02:19.076613 +0000 UTC m=+19.076613,0.00118,0,0.0,1.1800000000000002,0
2024-07-29 08:02:29.097178 +0000 UTC m=+29.097178,2024-07-29 08:02:29.098154 +0000 UTC m=+29.098154,0.000976,0,0.0,0.976,0
2024-07-29 08:02:39.119015 +0000 UTC m=+39.119015,2024-07-29 08:02:39.120080 +0000 UTC m=+39.120080,0.001065,0,0.0,1.065,0
2024-07-29 08:02:49.140930 +0000 UTC m=+49.140930,2024-07-29 08:02:49.142002 +0000 UTC m=+49.142002,0.001072,0,0.0,1.072,0
2024-07-29 08:02:59.162713 +0000 UTC m=+59.162713,2024-07-29 08:02:59.163785 +0000 UTC m=+59.163785,0.001072,0,0.0,1.072,0
2024-07-29 08:03:09.184335 +0000 UTC m=+9.184335,2024-07-29 08:03:09.185312 +0000 UTC m=+9.185312,0.000977,0,0.0,0.977,0
2024-07-29 08:03:19.205879 +0000 UTC m=+19.205879,2024-07-29 08:03:19.206974 +0000 UTC m=+19.206974,0.001095,0,0.0,1.095,0
2024-07-29 08:03:29.227695 +0000 UTC m=+29.227695,2024-07-29 08:03:29.228899 +0000 UTC m=+29.228899,0.001204,0,0.0,1.204,0
2024-07-29 08:03:39.249534 +0000 UTC m=+39.249534,2024-07-29 08:03:39.250548 +0000 UTC m=+39.250548,0.001014,0,0.0,1.014,0
2024-07-29 08:03:49.271195 +0000 UTC m=+49.271195,2024-07-29 08:03:49.272315 +0000 UTC m=+49.272315,0.00112,0,0.0,1.1199999999999999,0
2024-07-29 08:03:59.283272 +0000 UTC m=+59.283272,2024-07-29 08:03:59.284516 +0000 UTC m=+59.284516,0.001244,0,0.0,1.244,0
2024-07-29 08:04:09.305068 +0000 UTC m=+9.305068,2024-07-29 08:04:09.306063 +0000 UTC m=+9.306063,0.000995,0,0.0,0.995,0
2024-07-29 08:04:19.327163 +0000 UTC m=+19.327163,2024-07-29 08:04:19.328283 +0000 UTC m=+19.328283,0.00112,0,0.0,1.1199999999999999,0
2024-07-29 08:04:29.349706 +0000 UTC m=+29.349706,2024-07-29 08:04:29.350770 +0000 UTC m=+29.350770,0.001064,0,0.0,1.064,0
2024-07-29 08:04:39.371233 +0000 UTC m=+39.371233,2024-07-29 08:04:39.372144 +0000 UTC m=+39.372144,0.000911,0,0.0,0.911,0
2024-07-29 08:04:49.389113 +0000 UTC m=+49.389113,2024-07-29 08:04:49.390141 +0000 UTC m=+49.390141,0.001028,0,0.0,1.028,0
2024-07-29 08:04:59.410745 +0000 UTC m=+59.410745,2024-07-29 08:04:59.411779 +0000 UTC m=+59.411779,0.001034,0,0.0,1.034,0
2024-07-29 08:05:09.432260 +0000 UTC m=+9.432260,2024-07-29 08:05:09.433271 +0000 UTC m=+9.433271,0.001011,0,0.0,1.011,0
2024-07-29 08:05:19.453853 +0000 UTC m=+19.453853,2024-07-29 08:05:19.454914 +0000 UTC m=+19.454914,0.001061,0,0.0,1.0610000000000002,0
2024-07-29 08:05:29.475718 +0000 UTC m=+29.475718,2024-07-29 08:05:29.476782 +0000 UTC m=+29.476782,0.001064,0,0.0,1.064,0
2024-07-29 08:05:39.497483 +0000 UTC m=+39.497483,2024-07-29 08:05:39.498515 +0000 UTC m=+39.498515,0.001032,0,0.0,1.032,0
2024-07-29 08:05:49.519255 +0000 UTC m=+49.519255,2024-07-29 08:05:49.520264 +0000 UTC m=+49.520264,0.001009,0,0.0,1.009,0
2024-07-29 08:05:59.541252 +0000 UTC m=+59.541252,2024-07-29 08:05:59.542607 +0000 UTC m=+59.542607,0.001355,0,0.0,1.355,0
2024-07-29 08:06:09.563440 +0000 UTC m=+9.563440,2024-07-29 08:06:09.564609 +0000 UTC m=+9.564609,0.001169,0,0.0,1.1689999999999998,0
2024-07-29 08:06:19.585314 +0000 UTC m=+19.585314,2024-07-29 08:06:19.586304 +0000 UTC m=+19.586304,0.00099,0,0.0,0.99,0
2024-07-29 08:06:29.606917 +0000 UTC m=+29.606917,2024-07-29 08:06:29.607982 +0000 UTC m=+29.607982,0.001065,0,0.0,1.065,0
2024-07-29 08:06:39.628828 +0000 UTC m=+39.628828,2024-07-29 08:06:39.629870 +0000 UTC m=+39.629870,0.001042,0,0.0,1.042,0
2024-07-29 08:06:49.650391 +0000 UTC m=+49.650391,2024-07-29 08:06:49.651650 +0000 UTC m=+49.651650,0.001259,0,0.0,1.259,0
2024-07-29 08:06:59.673019 +0000 UTC m=+59.673019,2024-07-29 08:06:59.674132 +0000 UTC m=+59.674132,0.001113,0,0.0,1.113,0
2024-07-29 08:07:09.695413 +0000 UTC m=+9.695413,2024-07-29 08:07:09.696629 +0000 UTC m=+9.696629,0.001216,0,0.0,1.216,0
2024-07-29 08:07:19.717900 +0000 UTC m=+19.717900,2024-07-29 08:07:19.719108 +0000 UTC m=+19.719108,0.001208,0,0.0,1.2080000000000002,0
2024-07-29 08:07:29.740202 +0000 UTC m=+29.740202,2024-07-29 08:07:29.741288 +0000 UTC m=+29.741288,0.001086,0,0.0,1.0859999999999999,0
2024-07-29 08:07:39.761996 +0000 UTC m=+39.761996,2024-07-29 08:07:39.762990 +0000 UTC m=+39.762990,0.000994,0,0.0,0.9940000000000001,0
2024-07-29 08:07:49.775970 +0000 UTC m=+49.775970,2024-07-29 08:07:49.777003 +0000 UTC m=+49.777003,0.001033,0,0.0,1.0330000000000001,0
2024-07-29 08:07:59.797933 +0000 UTC m=+59.797933,2024-07-29 08:07:59.798993 +0000 UTC m=+59.798993,0.00106,0,0.0,1.06,0
2024-07-29 08:08:09.820024 +0000 UTC m=+9.820024,2024-07-29 08:08:09.821169 +0000 UTC m=+9.821169,0.001145,0,0.0,1.145,0
2024-07-29 08:08:19.841766 +0000 UTC m=+19.841766,2024-07-29 08:08:19.842716 +0000 UTC m=+19.842716,0.00095,0,0.0,0.95,0
